Date,Open,High,Low,Close*,Adj Close**,Volume
"Mar 11, 2024",172.94,174.38,172.05,172.75,172.32,"60,139,500"
"Mar 08, 2024",169,173.7,168.94,170.73,170.3,"76,114,600"
"Mar 07, 2024",169.15,170.73,168.49,169,168.58,"71,765,100"
"Mar 06, 2024",171.06,171.24,168.68,169.12,168.7,"68,587,700"
"Mar 05, 2024",170.76,172.04,169.62,170.12,169.69,"95,132,400"
"Mar 04, 2024",176.15,176.9,173.79,175.1,174.66,"81,510,100"
"Mar 01, 2024",179.55,180.53,177.38,179.66,179.21,"73,488,000"
"Feb 29, 2024",181.27,182.57,179.53,180.75,180.3,"136,682,600"
"Feb 28, 2024",182.51,183.12,180.13,181.42,180.96,"48,953,900"
"Feb 27, 2024",181.1,183.92,179.56,182.63,182.17,"54,318,900"
"Feb 26, 2024",182.24,182.76,180.65,181.16,180.71,"40,867,400"
"Feb 23, 2024",185.01,185.04,182.23,182.52,182.06,"45,119,700"
"Feb 22, 2024",183.48,184.96,182.46,184.37,183.91,"52,292,200"
"Feb 21, 2024",181.94,182.89,180.66,182.32,181.86,"41,529,700"
"Feb 20, 2024",181.79,182.43,180,181.56,181.1,"53,665,600"
"Feb 16, 2024",183.42,184.85,181.67,182.31,181.85,"49,701,400"
"Feb 15, 2024",183.55,184.49,181.35,183.86,183.4,"65,434,500"
"Feb 14, 2024",185.32,185.53,182.44,184.15,183.69,"54,630,500"
"Feb 13, 2024",185.77,186.21,183.51,185.04,184.58,"56,529,500"
"Feb 12, 2024",188.42,188.67,186.79,187.15,186.68,"41,781,900"
"Feb 09, 2024",188.65,189.99,188,188.85,188.38,"45,155,200"
"Feb 08, 2024",189.39,189.54,187.35,188.32,187.61,"40,962,000"
"Feb 07, 2024",190.64,191.05,188.61,189.41,188.69,"53,439,000"
"Feb 06, 2024",186.86,189.31,186.77,189.3,188.58,"43,490,800"
"Feb 05, 2024",188.15,189.25,185.84,187.68,186.97,"69,668,800"
"Feb 02, 2024",179.86,187.33,179.25,185.85,185.15,"102,518,000"
"Feb 01, 2024",183.99,186.95,183.82,186.86,186.15,"64,885,400"
"Jan 31, 2024",187.04,187.1,184.35,184.4,183.7,"55,467,800"
"Jan 30, 2024",190.94,191.8,187.47,188.04,187.33,"55,859,400"
"Jan 29, 2024",192.01,192.2,189.58,191.73,191.01,"47,145,600"
"Jan 26, 2024",194.27,194.76,191.94,192.42,191.69,"44,594,000"
"Jan 25, 2024",195.22,196.27,193.11,194.17,193.44,"54,822,100"
"Jan 24, 2024",195.42,196.38,194.34,194.5,193.76,"53,631,300"
"Jan 23, 2024",195.02,195.75,193.83,195.18,194.44,"42,355,600"
"Jan 22, 2024",192.3,195.33,192.26,193.89,193.16,"60,133,900"
"Jan 19, 2024",189.33,191.95,188.82,191.56,190.84,"68,741,000"
"Jan 18, 2024",186.09,189.14,185.83,188.63,187.92,"78,005,800"
"Jan 17, 2024",181.27,182.93,180.3,182.68,181.99,"47,317,400"
"Jan 16, 2024",182.16,184.26,180.93,183.63,182.94,"65,603,000"
"Jan 12, 2024",186.06,186.74,185.19,185.92,185.22,"40,444,700"
"Jan 11, 2024",186.54,187.05,183.62,185.59,184.89,"49,128,400"
"Jan 10, 2024",184.35,186.4,183.92,186.19,185.49,"46,792,900"
"Jan 09, 2024",183.92,185.15,182.73,185.14,184.44,"42,841,800"
"Jan 08, 2024",182.09,185.6,181.5,185.56,184.86,"59,144,500"
"Jan 05, 2024",181.99,182.76,180.17,181.18,180.5,"62,303,300"
"Jan 04, 2024",182.15,183.09,180.88,181.91,181.22,"71,983,600"
"Jan 03, 2024",184.22,185.88,183.43,184.25,183.55,"58,414,500"
"Jan 02, 2024",187.15,188.44,183.89,185.64,184.94,"82,488,700"
"Dec 29, 2023",193.9,194.4,191.73,192.53,191.8,"42,628,800"
"Dec 28, 2023",194.14,194.66,193.17,193.58,192.85,"34,049,900"
"Dec 27, 2023",192.49,193.5,191.09,193.15,192.42,"48,087,700"
"Dec 26, 2023",193.61,193.89,192.83,193.05,192.32,"28,919,300"
"Dec 22, 2023",195.18,195.41,192.97,193.6,192.87,"37,122,800"
"Dec 21, 2023",196.1,197.08,193.5,194.68,193.94,"46,482,500"
"Dec 20, 2023",196.9,197.68,194.83,194.83,194.09,"52,242,800"
"Dec 19, 2023",196.16,196.95,195.89,196.94,196.2,"40,714,100"
"Dec 18, 2023",196.09,196.63,194.39,195.89,195.15,"55,751,900"
"Dec 15, 2023",197.53,198.4,197,197.57,196.82,"128,256,700"
"Dec 14, 2023",198.02,199.62,196.16,198.11,197.36,"66,831,600"
"Dec 13, 2023",195.09,198,194.85,197.96,197.21,"70,404,200"
"Dec 12, 2023",193.08,194.72,191.72,194.71,193.97,"52,696,900"
"Dec 11, 2023",193.11,193.49,191.42,193.18,192.45,"60,943,700"
"Dec 08, 2023",194.2,195.99,193.67,195.71,194.97,"53,377,300"
"Dec 07, 2023",193.63,195,193.59,194.27,193.54,"47,477,700"
"Dec 06, 2023",194.45,194.76,192.11,192.32,191.59,"41,089,700"
"Dec 05, 2023",190.21,194.4,190.18,193.42,192.69,"66,628,400"
"Dec 04, 2023",189.98,190.05,187.45,189.43,188.71,"43,389,500"
"Dec 01, 2023",190.33,191.56,189.23,191.24,190.52,"45,679,300"
"Nov 30, 2023",189.84,190.32,188.19,189.95,189.23,"48,794,400"
"Nov 29, 2023",190.9,192.09,188.97,189.37,188.65,"43,014,200"
"Nov 28, 2023",189.78,191.08,189.4,190.4,189.68,"38,415,400"
"Nov 27, 2023",189.92,190.67,188.9,189.79,189.07,"40,552,600"
"Nov 24, 2023",190.87,190.9,189.25,189.97,189.25,"24,048,300"
"Nov 22, 2023",191.49,192.93,190.83,191.31,190.59,"39,617,700"
"Nov 21, 2023",191.41,191.52,189.74,190.64,189.92,"38,134,500"
"Nov 20, 2023",189.89,191.91,189.88,191.45,190.73,"46,505,100"
"Nov 17, 2023",190.25,190.38,188.57,189.69,188.97,"50,922,700"
"Nov 16, 2023",189.57,190.96,188.65,189.71,188.99,"54,412,900"
"Nov 15, 2023",187.85,189.5,187.78,188.01,187.3,"53,790,500"
"Nov 14, 2023",187.7,188.11,186.3,187.44,186.73,"60,108,400"
"Nov 13, 2023",185.82,186.03,184.21,184.8,184.1,"43,627,500"
"Nov 10, 2023",183.97,186.57,183.53,186.4,185.7,"66,133,400"
"Nov 09, 2023",182.96,184.12,181.81,182.41,181.48,"53,763,500"
"Nov 08, 2023",182.35,183.45,181.59,182.89,181.96,"49,340,300"
"Nov 07, 2023",179.18,182.44,178.97,181.82,180.89,"70,530,000"
"Nov 06, 2023",176.38,179.43,176.21,179.23,178.32,"63,841,300"
"Nov 03, 2023",174.24,176.82,173.35,176.65,175.75,"79,763,700"
"Nov 02, 2023",175.52,177.78,175.46,177.57,176.67,"77,334,800"
"Nov 01, 2023",171,174.23,170.12,173.97,173.08,"56,934,900"
"Oct 31, 2023",169.35,170.9,167.9,170.77,169.9,"44,846,000"
"Oct 30, 2023",169.02,171.17,168.87,170.29,169.42,"51,131,000"
"Oct 27, 2023",166.91,168.96,166.83,168.22,167.36,"58,499,100"
"Oct 26, 2023",170.37,171.38,165.67,166.89,166.04,"70,625,300"
"Oct 25, 2023",171.88,173.06,170.65,171.1,170.23,"57,157,000"
"Oct 24, 2023",173.05,173.67,171.45,173.44,172.56,"43,816,600"
"Oct 23, 2023",170.91,174.01,169.93,173,172.12,"55,980,100"
"Oct 20, 2023",175.31,175.42,172.64,172.88,172,"64,189,300"
"Oct 19, 2023",176.04,177.84,175.19,175.46,174.57,"59,302,900"
"Oct 18, 2023",175.58,177.58,175.11,175.84,174.94,"54,764,400"
"Oct 17, 2023",176.65,178.42,174.8,177.15,176.25,"57,549,400"
"Oct 16, 2023",176.75,179.08,176.51,178.72,177.81,"52,517,000"
"Oct 13, 2023",181.42,181.93,178.14,178.85,177.94,"51,427,100"
"Oct 12, 2023",180.07,182.34,179.04,180.71,179.79,"56,743,100"
"Oct 11, 2023",178.2,179.85,177.6,179.8,178.88,"47,551,100"
"Oct 10, 2023",178.1,179.72,177.95,178.39,177.48,"43,698,000"
"Oct 09, 2023",176.81,179.05,175.8,178.99,178.08,"42,390,800"
"Oct 06, 2023",173.8,177.99,173.18,177.49,176.59,"57,224,100"
"Oct 05, 2023",173.79,175.45,172.68,174.91,174.02,"48,527,900"
"Oct 04, 2023",171.09,174.21,170.97,173.66,172.78,"53,020,300"
"Oct 03, 2023",172.26,173.63,170.82,172.4,171.52,"49,594,600"
"Oct 02, 2023",171.22,174.3,170.93,173.75,172.87,"52,164,500"
"Sep 29, 2023",172.02,173.07,170.34,171.21,170.34,"51,814,200"
"Sep 28, 2023",169.34,172.03,167.62,170.69,169.82,"56,294,400"
"Sep 27, 2023",172.62,173.04,169.05,170.43,169.56,"66,921,800"
"Sep 26, 2023",174.82,175.2,171.66,171.96,171.08,"64,588,900"
"Sep 25, 2023",174.2,176.97,174.15,176.08,175.18,"46,172,700"
"Sep 22, 2023",174.67,177.08,174.05,174.79,173.9,"56,725,400"
"Sep 21, 2023",174.55,176.3,173.86,173.93,173.04,"63,047,900"
"Sep 20, 2023",179.26,179.7,175.4,175.49,174.6,"58,436,200"
"Sep 19, 2023",177.52,179.63,177.13,179.07,178.16,"51,826,900"
"Sep 18, 2023",176.48,179.38,176.17,177.97,177.06,"67,257,600"
"Sep 15, 2023",176.48,176.5,173.82,175.01,174.12,"109,205,100"
"Sep 14, 2023",174,176.1,173.58,175.74,174.85,"60,895,800"
"Sep 13, 2023",176.51,177.3,173.98,174.21,173.32,"84,267,900"
"Sep 12, 2023",179.49,180.13,174.82,176.3,175.4,"90,370,200"
"Sep 11, 2023",180.07,180.3,177.34,179.36,178.45,"58,953,100"
"Sep 08, 2023",178.35,180.24,177.79,178.18,177.27,"65,551,300"
"Sep 07, 2023",175.18,178.21,173.54,177.56,176.66,"112,488,800"
"Sep 06, 2023",188.4,188.85,181.47,182.91,181.98,"81,755,800"
"Sep 05, 2023",188.28,189.98,187.61,189.7,188.73,"45,280,000"
"Sep 01, 2023",189.49,189.92,188.28,189.46,188.5,"45,732,600"
"Aug 31, 2023",187.84,189.12,187.48,187.87,186.91,"60,794,500"
"Aug 30, 2023",184.94,187.85,184.74,187.65,186.69,"60,813,900"
"Aug 29, 2023",179.7,184.9,179.5,184.12,183.18,"53,003,900"
"Aug 28, 2023",180.09,180.59,178.55,180.19,179.27,"43,820,700"
"Aug 25, 2023",177.38,179.15,175.82,178.61,177.7,"51,449,600"
"Aug 24, 2023",180.67,181.1,176.01,176.38,175.48,"54,945,800"
"Aug 23, 2023",178.52,181.55,178.33,181.12,180.2,"52,722,800"
"Aug 22, 2023",177.06,177.68,176.25,177.23,176.33,"42,084,200"
"Aug 21, 2023",175.07,176.13,173.74,175.84,174.94,"46,311,900"
"Aug 18, 2023",172.3,175.1,171.96,174.49,173.6,"61,114,200"
"Aug 17, 2023",177.14,177.51,173.48,174,173.11,"66,062,900"
"Aug 16, 2023",177.13,178.54,176.5,176.57,175.67,"46,964,900"
"Aug 15, 2023",178.88,179.48,177.05,177.45,176.55,"43,622,600"
"Aug 14, 2023",177.97,179.69,177.31,179.46,178.55,"43,675,600"
"Aug 11, 2023",177.32,178.62,176.55,177.79,176.88,"51,988,100"
"Aug 10, 2023",179.48,180.75,177.6,177.97,176.83,"54,686,900"
"Aug 09, 2023",180.87,180.93,177.01,178.19,177.04,"60,378,500"
"Aug 08, 2023",179.69,180.27,177.58,179.8,178.64,"67,823,000"
"Aug 07, 2023",182.13,183.13,177.35,178.85,177.7,"97,576,100"
"Aug 04, 2023",185.52,187.38,181.92,181.99,180.82,"115,799,700"
"Aug 03, 2023",191.57,192.37,190.69,191.17,189.94,"61,235,200"
"Aug 02, 2023",195.04,195.18,191.85,192.58,191.34,"50,389,300"
"Aug 01, 2023",196.24,196.73,195.28,195.61,194.35,"35,175,100"
"Jul 31, 2023",196.06,196.49,195.26,196.45,195.19,"38,824,100"
"Jul 28, 2023",194.67,196.63,194.14,195.83,194.57,"48,291,400"
"Jul 27, 2023",196.02,197.2,192.55,193.22,191.98,"47,460,200"
"Jul 26, 2023",193.67,195.64,193.32,194.5,193.25,"47,471,900"
"Jul 25, 2023",193.33,194.44,192.92,193.62,192.37,"37,283,200"
"Jul 24, 2023",193.41,194.91,192.25,192.75,191.51,"45,377,800"
"Jul 21, 2023",194.1,194.97,191.23,191.94,190.71,"71,917,800"
"Jul 20, 2023",195.09,196.47,192.5,193.13,191.89,"59,581,200"
"Jul 19, 2023",193.1,198.23,192.65,195.1,193.84,"80,507,300"
"Jul 18, 2023",193.35,194.33,192.42,193.73,192.48,"48,353,800"
"Jul 17, 2023",191.9,194.32,191.81,193.99,192.74,"50,520,200"
"Jul 14, 2023",190.23,191.18,189.63,190.69,189.46,"41,573,900"
"Jul 13, 2023",190.5,191.19,189.78,190.54,189.31,"41,342,300"
"Jul 12, 2023",189.68,191.7,188.47,189.77,188.55,"60,750,200"
"Jul 11, 2023",189.16,189.3,186.6,188.08,186.87,"46,638,100"
"Jul 10, 2023",189.26,189.99,187.04,188.61,187.4,"59,922,200"
"Jul 07, 2023",191.41,192.67,190.24,190.68,189.45,"46,778,000"
"Jul 06, 2023",189.84,192.02,189.2,191.81,190.58,"45,094,300"
"Jul 05, 2023",191.57,192.98,190.62,191.33,190.1,"46,920,300"
"Jul 03, 2023",193.78,193.88,191.76,192.46,191.22,"31,458,200"
"Jun 30, 2023",191.63,194.48,191.26,193.97,192.72,"85,069,600"
"Jun 29, 2023",189.08,190.07,188.94,189.59,188.37,"46,347,300"
"Jun 28, 2023",187.93,189.9,187.6,189.25,188.03,"51,216,800"
"Jun 27, 2023",185.89,188.39,185.67,188.06,186.85,"50,730,800"
"Jun 26, 2023",186.83,188.05,185.23,185.27,184.08,"48,088,700"
"Jun 23, 2023",185.55,187.56,185.01,186.68,185.48,"53,079,300"
"Jun 22, 2023",183.74,187.05,183.67,187,185.8,"51,245,300"
"Jun 21, 2023",184.9,185.41,182.59,183.96,182.78,"49,515,700"
"Jun 20, 2023",184.41,186.1,184.41,185.01,183.82,"49,799,100"
"Jun 16, 2023",186.73,186.99,184.27,184.92,183.73,"101,235,600"
"Jun 15, 2023",183.96,186.52,183.78,186.01,184.81,"65,433,200"
"Jun 14, 2023",183.37,184.39,182.02,183.95,182.77,"57,462,900"
"Jun 13, 2023",182.8,184.15,182.44,183.31,182.13,"54,929,100"
"Jun 12, 2023",181.27,183.89,180.97,183.79,182.61,"54,274,900"
"Jun 09, 2023",181.5,182.23,180.63,180.96,179.8,"48,870,700"
"Jun 08, 2023",177.9,180.84,177.46,180.57,179.41,"50,214,900"
"Jun 07, 2023",178.44,181.21,177.32,177.82,176.68,"61,944,600"
"Jun 06, 2023",179.97,180.12,177.43,179.21,178.06,"64,848,400"
"Jun 05, 2023",182.63,184.95,178.04,179.58,178.42,"121,946,500"
"Jun 02, 2023",181.03,181.78,179.26,180.95,179.79,"61,945,900"
"Jun 01, 2023",177.7,180.12,176.93,180.09,178.93,"68,901,800"
"May 31, 2023",177.33,179.35,176.76,177.25,176.11,"99,625,300"
"May 30, 2023",176.96,178.99,176.57,177.3,176.16,"55,964,400"
"May 26, 2023",173.32,175.77,173.11,175.43,174.3,"54,835,000"
"May 25, 2023",172.41,173.9,171.69,172.99,171.88,"56,058,300"
"May 24, 2023",171.09,172.42,170.52,171.84,170.73,"45,143,500"
"May 23, 2023",173.13,173.38,171.28,171.56,170.46,"50,747,300"
"May 22, 2023",173.98,174.71,173.45,174.2,173.08,"43,570,900"
"May 19, 2023",176.39,176.39,174.94,175.16,174.03,"55,772,400"
"May 18, 2023",173,175.24,172.58,175.05,173.92,"65,496,700"
"May 17, 2023",171.71,172.93,170.42,172.69,171.58,"57,951,600"
"May 16, 2023",171.99,173.14,171.8,172.07,170.96,"42,110,300"
"May 15, 2023",173.16,173.21,171.47,172.07,170.96,"37,266,700"
"May 12, 2023",173.62,174.06,171,172.57,171.46,"45,497,800"
"May 11, 2023",173.85,174.59,172.17,173.75,172.39,"49,514,700"
"May 10, 2023",173.02,174.03,171.9,173.56,172.21,"53,724,500"
"May 09, 2023",173.05,173.54,171.6,171.77,170.43,"45,326,900"
"May 08, 2023",172.48,173.85,172.11,173.5,172.15,"55,962,800"
"May 05, 2023",170.98,174.3,170.76,173.57,172.22,"113,316,400"
"May 04, 2023",164.89,167.04,164.31,165.79,164.5,"81,235,400"
"May 03, 2023",169.5,170.92,167.16,167.45,166.14,"65,136,000"
"May 02, 2023",170.09,170.35,167.54,168.54,167.22,"48,425,700"
"May 01, 2023",169.28,170.45,168.64,169.59,168.27,"52,472,900"
"Apr 28, 2023",168.49,169.85,167.88,169.68,168.36,"55,209,200"
"Apr 27, 2023",165.19,168.56,165.19,168.41,167.1,"64,902,300"
"Apr 26, 2023",163.06,165.28,162.8,163.76,162.48,"45,498,800"
"Apr 25, 2023",165.19,166.31,163.73,163.77,162.49,"48,714,100"
"Apr 24, 2023",165,165.6,163.89,165.33,164.04,"41,949,600"
"Apr 21, 2023",165.05,166.45,164.49,165.02,163.73,"58,337,300"
"Apr 20, 2023",166.09,167.87,165.56,166.65,165.35,"52,456,400"
"Apr 19, 2023",165.8,168.16,165.54,167.63,166.32,"47,720,200"
"Apr 18, 2023",166.1,167.41,165.65,166.47,165.17,"49,923,000"
"Apr 17, 2023",165.09,165.39,164.03,165.23,163.94,"41,516,200"
"Apr 14, 2023",164.59,166.32,163.82,165.21,163.92,"49,386,500"
"Apr 13, 2023",161.63,165.8,161.42,165.56,164.27,"68,445,600"
"Apr 12, 2023",161.22,162.06,159.78,160.1,158.85,"50,133,100"
"Apr 11, 2023",162.35,162.36,160.51,160.8,159.54,"47,644,200"
"Apr 10, 2023",161.42,162.03,160.08,162.03,160.77,"47,716,900"
"Apr 06, 2023",162.43,164.96,162,164.66,163.37,"45,390,100"
"Apr 05, 2023",164.74,165.05,161.8,163.76,162.48,"51,511,700"
"Apr 04, 2023",166.6,166.84,165.11,165.63,164.34,"46,278,300"
"Apr 03, 2023",164.27,166.29,164.22,166.17,164.87,"56,976,200"
"Mar 31, 2023",162.44,165,161.91,164.9,163.61,"68,749,800"
"Mar 30, 2023",161.53,162.47,161.27,162.36,161.09,"49,501,700"
"Mar 29, 2023",159.37,161.05,159.35,160.77,159.52,"51,305,700"
"Mar 28, 2023",157.97,158.49,155.98,157.65,156.42,"45,992,200"
"Mar 27, 2023",159.94,160.77,157.87,158.28,157.04,"52,390,300"
"Mar 24, 2023",158.86,160.34,157.85,160.25,159,"59,196,500"
"Mar 23, 2023",158.83,161.55,157.68,158.93,157.69,"67,622,100"
"Mar 22, 2023",159.3,162.14,157.81,157.83,156.6,"75,701,800"
"Mar 21, 2023",157.32,159.4,156.54,159.28,158.04,"73,938,300"
"Mar 20, 2023",155.07,157.82,154.15,157.4,156.17,"73,641,400"
"Mar 17, 2023",156.08,156.74,154.28,155,153.79,"98,944,600"
"Mar 16, 2023",152.16,156.46,151.64,155.85,154.63,"76,161,100"
"Mar 15, 2023",151.19,153.25,149.92,152.99,151.8,"77,167,900"
"Mar 14, 2023",151.28,153.4,150.1,152.59,151.4,"73,695,900"
"Mar 13, 2023",147.81,153.14,147.7,150.47,149.3,"84,457,100"
"Mar 10, 2023",150.21,150.94,147.61,148.5,147.34,"68,572,400"
"Mar 09, 2023",153.56,154.54,150.23,150.59,149.41,"53,833,600"
